id;new_poste;Y1A_genre;Outil;Frequence
83;Data Analyst;Une femme;tableau;Régulièrement
83;Data Analyst;Une femme;qlik;Jamais
83;Data Analyst;Une femme;excel;Jamais
83;Data Analyst;Une femme;sql;Régulièrement
83;Data Analyst;Une femme;spark;Jamais
83;Data Analyst;Une femme;spss;Jamais
83;Data Analyst;Une femme;c_java;Jamais
83;Data Analyst;Une femme;datastudio;Jamais
83;Data Analyst;Une femme;matlab;Jamais
84;Data Scientist;NA;python;Jamais
84;Data Scientist;NA;r;Régulièrement
84;Data Scientist;NA;sas;Jamais
84;Data Scientist;NA;powerBI;Jamais
84;Data Scientist;NA;tableau;Jamais
84;Data Scientist;NA;qlik;Jamais
84;Data Scientist;NA;excel;Régulièrement
84;Data Scientist;NA;sql;Régulièrement
84;Data Scientist;NA;spark;Jamais
84;Data Scientist;NA;spss;Jamais
84;Data Scientist;NA;c_java;Jamais
84;Data Scientist;NA;datastudio;Jamais
84;Data Scientist;NA;matlab;Jamais
91;Data Analyst;Une femme;python;Jamais
91;Data Analyst;Une femme;r;Jamais
91;Data Analyst;Une femme;sas;Jamais
91;Data Analyst;Une femme;powerBI;Jamais
91;Data Analyst;Une femme;tableau;Jamais
91;Data Analyst;Une femme;qlik;Jamais
91;Data Analyst;Une femme;excel;Occasionnellement
91;Data Analyst;Une femme;sql;Occasionnellement
91;Data Analyst;Une femme;spark;Régulièrement
91;Data Analyst;Une femme;spss;Jamais
91;Data Analyst;Une femme;c_java;Jamais
91;Data Analyst;Une femme;datastudio;Jamais
91;Data Analyst;Une femme;matlab;Jamais
92;Data Engineer;NA;python;Jamais
92;Data Engineer;NA;r;Jamais
92;Data Engineer;NA;sas;Jamais
92;Data Engineer;NA;powerBI;Jamais
92;Data Engineer;NA;tableau;Jamais
92;Data Engineer;NA;qlik;Jamais
92;Data Engineer;NA;excel;Jamais
92;Data Engineer;NA;sql;Jamais
92;Data Engineer;NA;spark;Jamais
92;Data Engineer;NA;spss;Occasionnellement
92;Data Engineer;NA;c_java;Jamais
92;Data Engineer;NA;datastudio;Jamais
92;Data Engineer;NA;matlab;Jamais
93;Data Analyst;Une femme;python;Jamais
93;Data Analyst;Une femme;r;Jamais
93;Data Analyst;Une femme;sas;Jamais
93;Data Analyst;Une femme;powerBI;Régulièrement
93;Data Analyst;Une femme;tableau;Jamais
93;Data Analyst;Une femme;qlik;Jamais
93;Data Analyst;Une femme;excel;Régulièrement
93;Data Analyst;Une femme;sql;Occasionnellement
93;Data Analyst;Une femme;spark;Jamais
93;Data Analyst;Une femme;spss;Jamais
93;Data Analyst;Une femme;c_java;Jamais
93;Data Analyst;Une femme;datastudio;Jamais
93;Data Analyst;Une femme;matlab;Jamais
94;Data Analyst;Un homme;python;Régulièrement
94;Data Analyst;Un homme;r;Régulièrement
94;Data Analyst;Un homme;sas;Jamais
94;Data Analyst;Un homme;powerBI;Jamais
94;Data Analyst;Un homme;tableau;Jamais
94;Data Analyst;Un homme;qlik;Jamais
94;Data Analyst;Un homme;excel;Régulièrement
94;Data Analyst;Un homme;sql;Occasionnellement
94;Data Analyst;Un homme;spark;Jamais
94;Data Analyst;Un homme;spss;Jamais
94;Data Analyst;Un homme;c_java;Jamais
94;Data Analyst;Un homme;datastudio;Jamais
94;Data Analyst;Un homme;matlab;Jamais
95;Data Scientist;Un homme;python;Jamais
95;Data Scientist;Un homme;r;Régulièrement
95;Data Scientist;Un homme;sas;Jamais
95;Data Scientist;Un homme;powerBI;Jamais
95;Data Scientist;Un homme;tableau;Jamais
95;Data Scientist;Un homme;qlik;Jamais
95;Data Scientist;Un homme;excel;Régulièrement
95;Data Scientist;Un homme;sql;Régulièrement
95;Data Scientist;Un homme;spark;Jamais
95;Data Scientist;Un homme;spss;Jamais
95;Data Scientist;Un homme;c_java;Jamais
95;Data Scientist;Un homme;datastudio;Jamais
95;Data Scientist;Un homme;matlab;Jamais
96;Data Engineer;NA;python;Occasionnellement
96;Data Engineer;NA;r;Jamais
96;Data Engineer;NA;sas;Jamais
96;Data Engineer;NA;powerBI;Régulièrement
96;Data Engineer;NA;tableau;Jamais
96;Data Engineer;NA;qlik;Jamais
96;Data Engineer;NA;excel;Occasionnellement
96;Data Engineer;NA;sql;Régulièrement
96;Data Engineer;NA;spark;Occasionnellement
96;Data Engineer;NA;spss;Jamais
96;Data Engineer;NA;c_java;Jamais
96;Data Engineer;NA;datastudio;Jamais
96;Data Engineer;NA;matlab;Jamais
97;Data Scientist;NA;python;Jamais
97;Data Scientist;NA;r;Jamais
97;Data Scientist;NA;sas;Jamais
97;Data Scientist;NA;powerBI;Jamais
97;Data Scientist;NA;tableau;Jamais
97;Data Scientist;NA;qlik;Occasionnellement
97;Data Scientist;NA;excel;Jamais
97;Data Scientist;NA;sql;Jamais
97;Data Scientist;NA;spark;Jamais
97;Data Scientist;NA;spss;Occasionnellement
97;Data Scientist;NA;c_java;Jamais
97;Data Scientist;NA;datastudio;Jamais
97;Data Scientist;NA;matlab;Jamais
98;Data Scientist;NA;python;Jamais
98;Data Scientist;NA;r;Jamais
98;Data Scientist;NA;sas;Jamais
98;Data Scientist;NA;powerBI;Jamais
98;Data Scientist;NA;tableau;Jamais
98;Data Scientist;NA;qlik;Jamais
98;Data Scientist;NA;excel;Jamais
98;Data Scientist;NA;sql;Jamais
98;Data Scientist;NA;spark;Jamais
98;Data Scientist;NA;spss;Jamais
98;Data Scientist;NA;c_java;Jamais
98;Data Scientist;NA;datastudio;Jamais
98;Data Scientist;NA;matlab;Jamais
99;Data Scientist;NA;python;Régulièrement
99;Data Scientist;NA;r;Jamais
99;Data Scientist;NA;sas;Jamais
99;Data Scientist;NA;powerBI;Régulièrement
99;Data Scientist;NA;tableau;Jamais
99;Data Scientist;NA;qlik;Jamais
99;Data Scientist;NA;excel;Régulièrement
99;Data Scientist;NA;sql;Occasionnellement
99;Data Scientist;NA;spark;Jamais
99;Data Scientist;NA;spss;Jamais
99;Data Scientist;NA;c_java;Jamais
99;Data Scientist;NA;datastudio;Jamais
99;Data Scientist;NA;matlab;Jamais
101;Data Engineer;Une femme;python;Régulièrement
101;Data Engineer;Une femme;r;Jamais
101;Data Engineer;Une femme;sas;Jamais
101;Data Engineer;Une femme;powerBI;Jamais
101;Data Engineer;Une femme;tableau;Jamais
101;Data Engineer;Une femme;qlik;Jamais
101;Data Engineer;Une femme;excel;Jamais
101;Data Engineer;Une femme;sql;Jamais
101;Data Engineer;Une femme;spark;Régulièrement
101;Data Engineer;Une femme;spss;Jamais
101;Data Engineer;Une femme;c_java;Jamais
101;Data Engineer;Une femme;datastudio;Jamais
101;Data Engineer;Une femme;matlab;Jamais
104;Data Analyst;NA;python;Jamais
104;Data Analyst;NA;r;Jamais
104;Data Analyst;NA;sas;Jamais
104;Data Analyst;NA;powerBI;Jamais
104;Data Analyst;NA;tableau;Jamais
104;Data Analyst;NA;qlik;Jamais
104;Data Analyst;NA;excel;Jamais
104;Data Analyst;NA;sql;Jamais
104;Data Analyst;NA;spark;Jamais
104;Data Analyst;NA;spss;Jamais
104;Data Analyst;NA;c_java;Jamais
104;Data Analyst;NA;datastudio;Jamais
104;Data Analyst;NA;matlab;Jamais
105;Data Analyst;Une femme;python;Jamais
105;Data Analyst;Une femme;r;Jamais
105;Data Analyst;Une femme;sas;Jamais
105;Data Analyst;Une femme;powerBI;Occasionnellement
105;Data Analyst;Une femme;tableau;Jamais
105;Data Analyst;Une femme;qlik;Jamais
105;Data Analyst;Une femme;excel;Régulièrement
105;Data Analyst;Une femme;sql;Régulièrement
105;Data Analyst;Une femme;spark;Jamais
105;Data Analyst;Une femme;spss;Jamais
105;Data Analyst;Une femme;c_java;Jamais
105;Data Analyst;Une femme;datastudio;Jamais
105;Data Analyst;Une femme;matlab;Jamais
106;Data Analyst;Un homme;python;Occasionnellement
106;Data Analyst;Un homme;r;Régulièrement
106;Data Analyst;Un homme;sas;Jamais
106;Data Analyst;Un homme;powerBI;Occasionnellement
106;Data Analyst;Un homme;tableau;Jamais
106;Data Analyst;Un homme;qlik;Jamais
106;Data Analyst;Un homme;excel;Régulièrement
106;Data Analyst;Un homme;sql;Occasionnellement
106;Data Analyst;Un homme;spark;Jamais
106;Data Analyst;Un homme;spss;Jamais
106;Data Analyst;Un homme;c_java;Jamais
106;Data Analyst;Un homme;datastudio;Jamais
106;Data Analyst;Un homme;matlab;Jamais
107;Data Analyst;NA;python;Jamais
107;Data Analyst;NA;r;Jamais
107;Data Analyst;NA;sas;Jamais
107;Data Analyst;NA;powerBI;Jamais
107;Data Analyst;NA;tableau;Jamais
107;Data Analyst;NA;qlik;Jamais
107;Data Analyst;NA;excel;Jamais
107;Data Analyst;NA;sql;Jamais
107;Data Analyst;NA;spark;Jamais
107;Data Analyst;NA;spss;Jamais
107;Data Analyst;NA;c_java;Jamais
107;Data Analyst;NA;datastudio;Jamais
107;Data Analyst;NA;matlab;Jamais
109;Data Analyst;Un homme;python;Régulièrement
109;Data Analyst;Un homme;r;Jamais
109;Data Analyst;Un homme;sas;Jamais
109;Data Analyst;Un homme;powerBI;Régulièrement
109;Data Analyst;Un homme;tableau;Jamais
109;Data Analyst;Un homme;qlik;Jamais
109;Data Analyst;Un homme;excel;Régulièrement
109;Data Analyst;Un homme;sql;Régulièrement
109;Data Analyst;Un homme;spark;Jamais
109;Data Analyst;Un homme;spss;Jamais
109;Data Analyst;Un homme;c_java;Jamais
109;Data Analyst;Un homme;datastudio;Jamais
109;Data Analyst;Un homme;matlab;Jamais
110;Data Scientist;Un homme;python;Régulièrement
110;Data Scientist;Un homme;r;Jamais
110;Data Scientist;Un homme;sas;Jamais
110;Data Scientist;Un homme;powerBI;Jamais
110;Data Scientist;Un homme;tableau;Jamais
110;Data Scientist;Un homme;qlik;Jamais
110;Data Scientist;Un homme;excel;Régulièrement
110;Data Scientist;Un homme;sql;Occasionnellement
110;Data Scientist;Un homme;spark;Occasionnellement
110;Data Scientist;Un homme;spss;Jamais
110;Data Scientist;Un homme;c_java;Jamais
110;Data Scientist;Un homme;datastudio;Jamais
110;Data Scientist;Un homme;matlab;Jamais
111;Data Analyst;NA;python;Jamais
111;Data Analyst;NA;r;Jamais
111;Data Analyst;NA;sas;Jamais
111;Data Analyst;NA;powerBI;Jamais
111;Data Analyst;NA;tableau;Régulièrement
111;Data Analyst;NA;qlik;Jamais
111;Data Analyst;NA;excel;Régulièrement
111;Data Analyst;NA;sql;Régulièrement
111;Data Analyst;NA;spark;Jamais
111;Data Analyst;NA;spss;Jamais
111;Data Analyst;NA;c_java;Jamais
111;Data Analyst;NA;datastudio;Jamais
111;Data Analyst;NA;matlab;Jamais
112;Data Engineer;NA;python;Occasionnellement
112;Data Engineer;NA;r;Jamais
112;Data Engineer;NA;sas;Occasionnellement
112;Data Engineer;NA;powerBI;Régulièrement
112;Data Engineer;NA;tableau;Occasionnellement
112;Data Engineer;NA;qlik;Occasionnellement
112;Data Engineer;NA;excel;Régulièrement
112;Data Engineer;NA;sql;Régulièrement
112;Data Engineer;NA;spark;Occasionnellement
112;Data Engineer;NA;spss;Jamais
112;Data Engineer;NA;c_java;Occasionnellement
112;Data Engineer;NA;datastudio;Régulièrement
112;Data Engineer;NA;matlab;Jamais
116;Data Analyst;NA;python;Jamais
116;Data Analyst;NA;r;Jamais
116;Data Analyst;NA;sas;Jamais
116;Data Analyst;NA;powerBI;Jamais
116;Data Analyst;NA;tableau;Jamais
116;Data Analyst;NA;qlik;Jamais
116;Data Analyst;NA;excel;Jamais
116;Data Analyst;NA;sql;Jamais
116;Data Analyst;NA;spark;Jamais
116;Data Analyst;NA;spss;Jamais
116;Data Analyst;NA;c_java;Jamais
116;Data Analyst;NA;datastudio;Jamais
116;Data Analyst;NA;matlab;Jamais
117;Data Analyst;Une femme;python;Jamais
117;Data Analyst;Une femme;r;Jamais
117;Data Analyst;Une femme;sas;Jamais
117;Data Analyst;Une femme;powerBI;Jamais
117;Data Analyst;Une femme;tableau;Jamais
117;Data Analyst;Une femme;qlik;Jamais
117;Data Analyst;Une femme;excel;Régulièrement
117;Data Analyst;Une femme;sql;Régulièrement
117;Data Analyst;Une femme;spark;Jamais
117;Data Analyst;Une femme;spss;Jamais
117;Data Analyst;Une femme;c_java;Jamais
117;Data Analyst;Une femme;datastudio;Jamais
117;Data Analyst;Une femme;matlab;Jamais
118;Data Analyst;NA;python;Jamais
118;Data Analyst;NA;r;Jamais
118;Data Analyst;NA;sas;Jamais
118;Data Analyst;NA;powerBI;Régulièrement
118;Data Analyst;NA;tableau;Jamais
118;Data Analyst;NA;qlik;Jamais
118;Data Analyst;NA;excel;Occasionnellement
118;Data Analyst;NA;sql;Occasionnellement
118;Data Analyst;NA;spark;Jamais
118;Data Analyst;NA;spss;Jamais
118;Data Analyst;NA;c_java;Jamais
118;Data Analyst;NA;datastudio;Jamais
118;Data Analyst;NA;matlab;Jamais
119;Data Analyst;Un homme;python;Occasionnellement
119;Data Analyst;Un homme;r;Occasionnellement
119;Data Analyst;Un homme;sas;Occasionnellement
119;Data Analyst;Un homme;powerBI;Occasionnellement
119;Data Analyst;Un homme;tableau;Régulièrement
119;Data Analyst;Un homme;qlik;Jamais
119;Data Analyst;Un homme;excel;Régulièrement
119;Data Analyst;Un homme;sql;Régulièrement
119;Data Analyst;Un homme;spark;Jamais
119;Data Analyst;Un homme;spss;Occasionnellement
119;Data Analyst;Un homme;c_java;Jamais
119;Data Analyst;Un homme;datastudio;Régulièrement
119;Data Analyst;Un homme;matlab;Jamais
122;Data Analyst;Un homme;python;Occasionnellement
122;Data Analyst;Un homme;r;Jamais
122;Data Analyst;Un homme;sas;Jamais
122;Data Analyst;Un homme;powerBI;Jamais
122;Data Analyst;Un homme;tableau;Régulièrement
122;Data Analyst;Un homme;qlik;Jamais
122;Data Analyst;Un homme;excel;Régulièrement
122;Data Analyst;Un homme;sql;Régulièrement
122;Data Analyst;Un homme;spark;Jamais
122;Data Analyst;Un homme;spss;Jamais
122;Data Analyst;Un homme;c_java;Jamais
122;Data Analyst;Un homme;datastudio;Occasionnellement
122;Data Analyst;Un homme;matlab;Jamais
125;Data Engineer;Un homme;python;Régulièrement
125;Data Engineer;Un homme;r;Jamais
125;Data Engineer;Un homme;sas;Occasionnellement
125;Data Engineer;Un homme;powerBI;Occasionnellement
125;Data Engineer;Un homme;tableau;Jamais
125;Data Engineer;Un homme;qlik;Jamais
125;Data Engineer;Un homme;excel;Occasionnellement
125;Data Engineer;Un homme;sql;Régulièrement
125;Data Engineer;Un homme;spark;Occasionnellement
125;Data Engineer;Un homme;spss;Jamais
125;Data Engineer;Un homme;c_java;Jamais
125;Data Engineer;Un homme;datastudio;Occasionnellement
125;Data Engineer;Un homme;matlab;Jamais
126;Data Scientist;Une femme;python;Régulièrement
126;Data Scientist;Une femme;r;Occasionnellement
126;Data Scientist;Une femme;sas;Jamais
126;Data Scientist;Une femme;powerBI;Jamais
126;Data Scientist;Une femme;tableau;Jamais
126;Data Scientist;Une femme;qlik;Jamais
126;Data Scientist;Une femme;excel;Régulièrement
126;Data Scientist;Une femme;sql;Jamais
126;Data Scientist;Une femme;spark;Occasionnellement
126;Data Scientist;Une femme;spss;Jamais
126;Data Scientist;Une femme;c_java;Régulièrement
126;Data Scientist;Une femme;datastudio;Jamais
126;Data Scientist;Une femme;matlab;Jamais
127;Data Analyst;Une femme;python;Occasionnellement
127;Data Analyst;Une femme;r;Jamais
127;Data Analyst;Une femme;sas;Jamais
127;Data Analyst;Une femme;powerBI;Jamais
127;Data Analyst;Une femme;tableau;Régulièrement
127;Data Analyst;Une femme;qlik;Jamais
127;Data Analyst;Une femme;excel;Occasionnellement
127;Data Analyst;Une femme;sql;Régulièrement
127;Data Analyst;Une femme;spark;Occasionnellement
127;Data Analyst;Une femme;spss;Jamais
127;Data Analyst;Une femme;c_java;Jamais
127;Data Analyst;Une femme;datastudio;Jamais
127;Data Analyst;Une femme;matlab;Jamais
128;Data Engineer;Un homme;python;Régulièrement
128;Data Engineer;Un homme;r;Jamais
128;Data Engineer;Un homme;sas;Jamais
128;Data Engineer;Un homme;powerBI;Jamais
128;Data Engineer;Un homme;tableau;Jamais
128;Data Engineer;Un homme;qlik;Jamais
128;Data Engineer;Un homme;excel;Régulièrement
128;Data Engineer;Un homme;sql;Régulièrement
128;Data Engineer;Un homme;spark;Jamais
128;Data Engineer;Un homme;spss;Jamais
128;Data Engineer;Un homme;c_java;Jamais
128;Data Engineer;Un homme;datastudio;Jamais
128;Data Engineer;Un homme;matlab;Jamais
129;Data Scientist;Une femme;python;Régulièrement
129;Data Scientist;Une femme;r;Jamais
129;Data Scientist;Une femme;sas;Jamais
129;Data Scientist;Une femme;powerBI;Jamais
129;Data Scientist;Une femme;tableau;Jamais
129;Data Scientist;Une femme;qlik;Jamais
129;Data Scientist;Une femme;excel;Occasionnellement
129;Data Scientist;Une femme;sql;Régulièrement
129;Data Scientist;Une femme;spark;Régulièrement
129;Data Scientist;Une femme;spss;Jamais
129;Data Scientist;Une femme;c_java;Jamais
129;Data Scientist;Une femme;datastudio;Jamais
129;Data Scientist;Une femme;matlab;Jamais
132;Data Scientist;NA;python;Régulièrement
132;Data Scientist;NA;r;Occasionnellement
132;Data Scientist;NA;sas;Jamais
132;Data Scientist;NA;powerBI;Jamais
132;Data Scientist;NA;tableau;Jamais
132;Data Scientist;NA;qlik;Jamais
132;Data Scientist;NA;excel;Régulièrement
132;Data Scientist;NA;sql;Jamais
132;Data Scientist;NA;spark;Occasionnellement
132;Data Scientist;NA;spss;Jamais
132;Data Scientist;NA;c_java;Régulièrement
132;Data Scientist;NA;datastudio;Jamais
132;Data Scientist;NA;matlab;Jamais
133;Data Engineer;Un homme;python;Occasionnellement
133;Data Engineer;Un homme;r;Jamais
133;Data Engineer;Un homme;sas;Jamais
133;Data Engineer;Un homme;powerBI;Occasionnellement
133;Data Engineer;Un homme;tableau;Jamais
133;Data Engineer;Un homme;qlik;Jamais
133;Data Engineer;Un homme;excel;Régulièrement
133;Data Engineer;Un homme;sql;Régulièrement
133;Data Engineer;Un homme;spark;Jamais
133;Data Engineer;Un homme;spss;Jamais
133;Data Engineer;Un homme;c_java;Jamais
133;Data Engineer;Un homme;datastudio;Jamais
133;Data Engineer;Un homme;matlab;Jamais
136;Data Analyst;Un homme;python;Jamais
136;Data Analyst;Un homme;r;Jamais
136;Data Analyst;Un homme;sas;Régulièrement
136;Data Analyst;Un homme;powerBI;Jamais
136;Data Analyst;Un homme;tableau;Jamais
136;Data Analyst;Un homme;qlik;Occasionnellement
136;Data Analyst;Un homme;excel;Régulièrement
136;Data Analyst;Un homme;sql;Régulièrement
136;Data Analyst;Un homme;spark;Jamais
136;Data Analyst;Un homme;spss;Jamais
136;Data Analyst;Un homme;c_java;Jamais
136;Data Analyst;Un homme;datastudio;Occasionnellement
136;Data Analyst;Un homme;matlab;Jamais
137;Data Scientist;Un homme;python;Régulièrement
137;Data Scientist;Un homme;r;Régulièrement
137;Data Scientist;Un homme;sas;Occasionnellement
137;Data Scientist;Un homme;powerBI;Occasionnellement
137;Data Scientist;Un homme;tableau;Occasionnellement
137;Data Scientist;Un homme;qlik;Jamais
137;Data Scientist;Un homme;excel;Occasionnellement
137;Data Scientist;Un homme;sql;Occasionnellement
137;Data Scientist;Un homme;spark;Occasionnellement
137;Data Scientist;Un homme;spss;Jamais
137;Data Scientist;Un homme;c_java;Jamais
137;Data Scientist;Un homme;datastudio;Jamais
137;Data Scientist;Un homme;matlab;Jamais
138;Data Scientist;Un homme;python;Régulièrement
138;Data Scientist;Un homme;r;Occasionnellement
138;Data Scientist;Un homme;sas;Jamais
138;Data Scientist;Un homme;powerBI;Jamais
138;Data Scientist;Un homme;tableau;Jamais
138;Data Scientist;Un homme;qlik;Jamais
138;Data Scientist;Un homme;excel;Jamais
138;Data Scientist;Un homme;sql;Occasionnellement
138;Data Scientist;Un homme;spark;Jamais
138;Data Scientist;Un homme;spss;Jamais
138;Data Scientist;Un homme;c_java;Jamais
138;Data Scientist;Un homme;datastudio;Jamais
138;Data Scientist;Un homme;matlab;Jamais
139;Data Scientist;Un homme;python;Occasionnellement
139;Data Scientist;Un homme;r;Jamais
139;Data Scientist;Un homme;sas;Jamais
139;Data Scientist;Un homme;powerBI;Occasionnellement
139;Data Scientist;Un homme;tableau;Jamais
139;Data Scientist;Un homme;qlik;Jamais
139;Data Scientist;Un homme;excel;Régulièrement
139;Data Scientist;Un homme;sql;Régulièrement
139;Data Scientist;Un homme;spark;Jamais
139;Data Scientist;Un homme;spss;Jamais
139;Data Scientist;Un homme;c_java;Jamais
139;Data Scientist;Un homme;datastudio;Jamais
139;Data Scientist;Un homme;matlab;Jamais
141;Data Analyst;Une femme;python;Jamais
141;Data Analyst;Une femme;r;Régulièrement
141;Data Analyst;Une femme;sas;Jamais
141;Data Analyst;Une femme;powerBI;Jamais
141;Data Analyst;Une femme;tableau;Jamais
141;Data Analyst;Une femme;qlik;Jamais
141;Data Analyst;Une femme;excel;Occasionnellement
141;Data Analyst;Une femme;sql;Occasionnellement
141;Data Analyst;Une femme;spark;Jamais
141;Data Analyst;Une femme;spss;Jamais
141;Data Analyst;Une femme;c_java;Jamais
141;Data Analyst;Une femme;datastudio;Jamais
141;Data Analyst;Une femme;matlab;Jamais
146;Data Analyst;Un homme;python;Jamais
146;Data Analyst;Un homme;r;Jamais
146;Data Analyst;Un homme;sas;Jamais
146;Data Analyst;Un homme;powerBI;Régulièrement
146;Data Analyst;Un homme;tableau;Jamais
146;Data Analyst;Un homme;qlik;Jamais
146;Data Analyst;Un homme;excel;Régulièrement
146;Data Analyst;Un homme;sql;Occasionnellement
146;Data Analyst;Un homme;spark;Jamais
146;Data Analyst;Un homme;spss;Jamais
146;Data Analyst;Un homme;c_java;Jamais
146;Data Analyst;Un homme;datastudio;Jamais
146;Data Analyst;Un homme;matlab;Jamais
147;Data Scientist;Une femme;python;Régulièrement
147;Data Scientist;Une femme;r;Jamais
147;Data Scientist;Une femme;sas;Jamais
147;Data Scientist;Une femme;powerBI;Jamais
147;Data Scientist;Une femme;tableau;Jamais
147;Data Scientist;Une femme;qlik;Jamais
147;Data Scientist;Une femme;excel;Occasionnellement
147;Data Scientist;Une femme;sql;Occasionnellement
147;Data Scientist;Une femme;spark;Occasionnellement
147;Data Scientist;Une femme;spss;Jamais
147;Data Scientist;Une femme;c_java;Jamais
147;Data Scientist;Une femme;datastudio;Jamais
147;Data Scientist;Une femme;matlab;Jamais
148;Data Scientist;Une femme;python;Jamais
148;Data Scientist;Une femme;r;Jamais
148;Data Scientist;Une femme;sas;Régulièrement
148;Data Scientist;Une femme;powerBI;Jamais
148;Data Scientist;Une femme;tableau;Jamais
148;Data Scientist;Une femme;qlik;Jamais
148;Data Scientist;Une femme;excel;Régulièrement
148;Data Scientist;Une femme;sql;Jamais
148;Data Scientist;Une femme;spark;Jamais
148;Data Scientist;Une femme;spss;Jamais
148;Data Scientist;Une femme;c_java;Jamais
148;Data Scientist;Une femme;datastudio;Jamais
148;Data Scientist;Une femme;matlab;Jamais
149;Data Engineer;Une femme;python;Régulièrement
149;Data Engineer;Une femme;r;Jamais
149;Data Engineer;Une femme;sas;Jamais
149;Data Engineer;Une femme;powerBI;Occasionnellement
149;Data Engineer;Une femme;tableau;Jamais
149;Data Engineer;Une femme;qlik;Jamais
149;Data Engineer;Une femme;excel;Jamais
149;Data Engineer;Une femme;sql;Occasionnellement
149;Data Engineer;Une femme;spark;Régulièrement
149;Data Engineer;Une femme;spss;Jamais
149;Data Engineer;Une femme;c_java;Jamais
149;Data Engineer;Une femme;datastudio;Jamais
149;Data Engineer;Une femme;matlab;Jamais
150;Data Analyst;Un homme;python;Jamais
150;Data Analyst;Un homme;r;Jamais
150;Data Analyst;Un homme;sas;Jamais
150;Data Analyst;Un homme;powerBI;Jamais
150;Data Analyst;Un homme;tableau;Jamais
150;Data Analyst;Un homme;qlik;Jamais
150;Data Analyst;Un homme;excel;Régulièrement
150;Data Analyst;Un homme;sql;Jamais
150;Data Analyst;Un homme;spark;Jamais
150;Data Analyst;Un homme;spss;Jamais
150;Data Analyst;Un homme;c_java;Jamais
150;Data Analyst;Un homme;datastudio;Jamais
150;Data Analyst;Un homme;matlab;Jamais
153;Data Analyst;Un homme;python;Occasionnellement
153;Data Analyst;Un homme;r;Jamais
153;Data Analyst;Un homme;sas;Jamais
153;Data Analyst;Un homme;powerBI;Jamais
153;Data Analyst;Un homme;tableau;Régulièrement
153;Data Analyst;Un homme;qlik;Jamais
153;Data Analyst;Un homme;excel;Jamais
153;Data Analyst;Un homme;sql;Régulièrement
153;Data Analyst;Un homme;spark;Jamais
153;Data Analyst;Un homme;spss;Jamais
153;Data Analyst;Un homme;c_java;Jamais
153;Data Analyst;Un homme;datastudio;Jamais
153;Data Analyst;Un homme;matlab;Jamais
154;Data Analyst;Un homme;python;Occasionnellement
154;Data Analyst;Un homme;r;Jamais
154;Data Analyst;Un homme;sas;Jamais
154;Data Analyst;Un homme;powerBI;Régulièrement
154;Data Analyst;Un homme;tableau;Jamais
154;Data Analyst;Un homme;qlik;Jamais
154;Data Analyst;Un homme;excel;Occasionnellement
154;Data Analyst;Un homme;sql;Occasionnellement
154;Data Analyst;Un homme;spark;Jamais
154;Data Analyst;Un homme;spss;Jamais
154;Data Analyst;Un homme;c_java;Jamais
154;Data Analyst;Un homme;datastudio;Jamais
154;Data Analyst;Un homme;matlab;Jamais
156;Data Analyst;Une femme;python;Occasionnellement
156;Data Analyst;Une femme;r;Jamais
156;Data Analyst;Une femme;sas;Jamais
156;Data Analyst;Une femme;powerBI;Jamais
156;Data Analyst;Une femme;tableau;Jamais
156;Data Analyst;Une femme;qlik;Jamais
156;Data Analyst;Une femme;excel;Jamais
156;Data Analyst;Une femme;sql;Occasionnellement
156;Data Analyst;Une femme;spark;Jamais
156;Data Analyst;Une femme;spss;Jamais
156;Data Analyst;Une femme;c_java;Jamais
156;Data Analyst;Une femme;datastudio;Jamais
156;Data Analyst;Une femme;matlab;Jamais
158;Data Analyst;Un homme;python;Régulièrement
158;Data Analyst;Un homme;r;Régulièrement
158;Data Analyst;Un homme;sas;Jamais
158;Data Analyst;Un homme;powerBI;Régulièrement
158;Data Analyst;Un homme;tableau;Jamais
158;Data Analyst;Un homme;qlik;Occasionnellement
158;Data Analyst;Un homme;excel;Régulièrement
158;Data Analyst;Un homme;sql;Jamais
158;Data Analyst;Un homme;spark;Jamais
158;Data Analyst;Un homme;spss;Jamais
158;Data Analyst;Un homme;c_java;Jamais
158;Data Analyst;Un homme;datastudio;Jamais
158;Data Analyst;Un homme;matlab;Jamais
160;Data Analyst;Un homme;python;Occasionnellement
160;Data Analyst;Un homme;r;Jamais
160;Data Analyst;Un homme;sas;Jamais
160;Data Analyst;Un homme;powerBI;Régulièrement
160;Data Analyst;Un homme;tableau;Jamais
160;Data Analyst;Un homme;qlik;Jamais
160;Data Analyst;Un homme;excel;Régulièrement
160;Data Analyst;Un homme;sql;Occasionnellement
160;Data Analyst;Un homme;spark;Jamais
160;Data Analyst;Un homme;spss;Jamais
160;Data Analyst;Un homme;c_java;Jamais
160;Data Analyst;Un homme;datastudio;Jamais
160;Data Analyst;Un homme;matlab;Jamais
162;Data Engineer;NA;python;Jamais
162;Data Engineer;NA;r;Jamais
162;Data Engineer;NA;sas;Jamais
162;Data Engineer;NA;powerBI;Régulièrement
162;Data Engineer;NA;tableau;Jamais
162;Data Engineer;NA;qlik;Régulièrement
162;Data Engineer;NA;excel;Jamais
162;Data Engineer;NA;sql;Régulièrement
162;Data Engineer;NA;spark;Jamais
162;Data Engineer;NA;spss;Jamais
162;Data Engineer;NA;c_java;Jamais
162;Data Engineer;NA;datastudio;Jamais
